hdp_shardid,skclientkey,device_naturalkey,dispensingdevicename
2,10754,-2147441051,NA12
2,10754,-2147441052,XWT2
2,10754,-2147441053,XWT
2,10754,-2147441054,TRAUMA-1
2,10754,-2147441055,RR2
2,10754,-2147441056,RR1
2,10754,-2147441057,RADSPC3
2,10754,-2147441097,8YA
2,10754,-2147441098,8WT2
2,10754,-2147441099,8WT
2,10754,-2147441100,8ET2
2,10754,-2147441101,8ET1
2,10754,-2147441102,7YC
2,10754,-2147441103,7YB
2,10754,-2147441104,7YA
2,10754,-2147441105,7WT2
2,10754,-2147441106,7WT
2,10754,-2147441107,7TB
2,10754,-2147441108,9WT2
2,10754,-2147441109,6YN
2,10754,-2147441110,6YB
2,10754,-2147441111,6YA
2,10754,-2147441112,6WT2
2,10754,-2147441113,6WT
2,10754,-2147441114,6TB
2,10754,-2147441115,6TA
2,10754,-2147441077,CCL-RR
2,10754,-2147441078,EPS-3
2,10754,-2147441079,CCL-3
2,10754,-2147441080,CCL-2
2,10754,-2147441081,CCL-1
2,10754,-2147441082,CAPE-RR
2,10754,-2147441083,CAPE-PREOP
2,10754,-2147441084,CAPE-OR
2,10754,-2147441085,BRONCHO
2,10754,-2147441086,B1W
2,10754,-2147441087,B1E
2,10754,-2147441088,B1C
2,10754,-2147441089,9YC
2,10754,-2147441090,9YB
2,10754,-2147441091,9YA
2,10754,-2147441092,9WT
2,10754,-2147441093,9ET2
2,10754,-2147441094,9ET1
2,10754,-2147441095,8YC
2,10754,-2147441096,8YB
2,10767,-2147444444,AHCWT5A
2,10767,-2147444445,AHCWT4B
2,10767,-2147444446,AHCWT4A
2,10767,-2147444447,ORLWT2ORA
2,10767,-2147444448,ORLWT2ORB
2,10767,-2147444449,ORLWT2HLD
2,10767,-2147444450,ORLWT2REC
2,10767,-2147444451,ORLRXWT2
2,10767,-2147444768,CHIRXPOPS
2,10767,-2147444918,Pyxis Link
2,10767,-2147444919,ORLGAMMA
2,10767,-2147444920,ORLWT12A
2,10767,-2147444921,ORLWT11B
2,10767,-2147444922,AMBAIC8N
2,10767,-2147444923,ORLGT10N
2,10767,-2147444924,ORLPAIN
2,10767,-2147444925,ORLWT6A
2,10767,-2147444926,ORLENDO
2,10767,-2147444927,ORLO3CVB
2,10767,-2147438796,ORLWT2AN6
2,10767,-2147438797,ORLWT2AN5
2,10767,-2147438798,ORLWT2AN4
2,10767,-2147438799,ORLWT2A3
2,10767,-2147438800,ORLWT2A2
2,10767,-2147438801,ORLWT2A1
2,10767,-2147438898,ORLXTWRB
2,10767,-2147438899,ORLXTWRA
2,10767,-2147439220,ORLO2CVD
2,10767,-2147439292,ORLSUPPLY2
2,10767,-2147439298,ORLSUPPLY2new
2,10767,-2147441601,ORLSUPPLY2
2,10767,-2147441602,ORLSUPPLY1
2,10767,-2147442899,ORLCATHHLD
2,10767,-2147442900,ORLCT3HLD
2,10767,-2147442901,ORLULTSND
2,10767,-2147443229,ORL2M
2,10767,-2147443230,ORLO2CVD
2,10767,-2147444442,AHCRXWT4
2,10767,-2147444443,AHCWT5B
2,10767,-2147444948,ORLEPS11
2,10767,-2147444949,ORLGT4S
2,10767,-2147444950,CHIOR1PEDA
2,10767,-2147444951,ORLWT3C
2,10767,-2147444952,ORLHBO
2,10767,-2147444953,ORLO2CVC
2,10767,-2147444954,ORL0ILC
2,10767,-2147444955,ORLGT11N
2,10767,-2147444956,ORLANES2
2,10767,-2147444957,ORLGT11N
2,10767,-2147444958,ORLW1NMA
2,10767,-2147444959,ORL7TWRA
2,10767,-2147444960,AHCPOPS1
2,10767,-2147444961,ORLEPS9
2,10767,-2147444962,ORLOPOR
2,10767,-2147444963,ORL4SB
2,10767,-2147444964,ORLCATH5
2,10767,-2147444965,ORLWT10A
2,10767,-2147444966,ORL2NB
2,10767,-2147444928,ORLOPHLD
2,10767,-2147444929,ORL9TWRB
2,10767,-2147444930,ORLCATH3
2,10767,-2147444931,ORLG3ANES
2,10767,-2147444932,ORLWT9A
2,10767,-2147444933,AHCW7NB
2,10767,-2147444934,ORLCATH8
2,10767,-2147444935,ORLEDGREEN
2,10767,-2147444936,ORLGT5S
2,10767,-2147444937,ORLPACU1
2,10767,-2147444938,ORLWT10C
2,10767,-2147444939,ORLDC01
2,10767,-2147444940,ORLRMCT
2,10767,-2147444941,ORL3EA
2,10767,-2147444942,ORLANGI4
2,10767,-2147444943,AHCED
2,10767,-2147444944,ORL1NW
2,10767,-2147444945,ORLGT14N
2,10767,-2147444946,ORLRAD
2,10767,-2147444947,ORLWT7A
2,10754,-2147437757,BAY-OP
2,10754,-2147436625,HEC-1
2,10754,-2147436626,A-HEC-2
2,10754,-2147436627,A-HEC-1
2,10754,-2147436274,A-HEC-3
2,10754,-2147436045,CCL-H
2,10754,-2147435882,7CB
2,10754,-2147435883,7CA
2,10754,-2147443041,A-4CYT-2
2,10754,-2147443042,A-4CYT-1
2,10754,-2147443043,A-OR-10
2,10754,-2147443044,A-OR-09
2,10754,-2147443045,A-OR-08
2,10754,-2147443046,A-OR-07
2,10754,-2147443047,A-OR-06
2,10754,-2147443048,A-OR-05
2,10754,-2147443049,A-OR-04
2,10754,-2147443050,A-OR-03
2,10754,-2147443051,A-OR-02
2,10754,-2147443052,A-OR-01
2,10754,-2147443053, 
2,10754,-2147443054,Pyxis Link
2,10767,-2147438792,ORLWT2AN10
2,10767,-2147438793,ORLWT2AN9
2,10767,-2147438794,ORLWT2AN8
2,10767,-2147438795,ORLWT2AN7
2,10754,-2147435884,6CB
2,10754,-2147435885,6CA
2,10754,-2147435886,LOR
2,10754,-2147435887,LPACU-B
2,10754,-2147435888,LPACU-A
2,10754,-2147435889,LPP-3
2,10754,-2147435890,LPP-2
2,10754,-2147435891,LPP-1
2,10754,-2147435892,A-LOR-9
2,10754,-2147435893,A-LOR-8
2,10754,-2147435894,A-LOR-7
2,10754,-2147435895,A-LOR-6
2,10754,-2147435896,A-LOR-5
2,10754,-2147435897,A-LOR-4
2,10754,-2147435898,A-LOR-3
2,10754,-2147435899,A-LOR-2
2,10754,-2147435900,A-LOR-1
2,10754,-2147438269,10ET2
2,10754,-2147438270,10ET1
2,10754,-2147438903,A-Endo-5
2,10754,-2147439370,EPS-1
6,15910,-2147438495,PMCH-DTSUC
6,15910,-2147438496,PMCH-MQUC
6,15910,-2147438497,PMCH-TOSUC
6,15910,-2147438498,PMCH-NHUC
6,15910,-2147438499,PMCH-MRGI
6,15910,-2147438500,PMCH-MRUC
6,15910,-2147438501,PMCH-CHNBE
6,15910,-2147438502,PMCH-CHNBI
6,15910,-2147438503,PMCH-OPCC
6,15910,-2147438504,PMCH-CCC
6,15910,-2147438505,PMCH-ED2
6,15910,-2147438506,PMCH-ED1
6,15910,-2147438507,PMCH-MINUR
6,15910,-2147438508,PMCH-IR
6,15910,-2147438509,PMCH-ORM2
6,15910,-2147438510,PMCH-ORM1
6,15910,-2147438511,PMCH-PACU
6,15910,-2147438512,PMCH-HTS
6,15910,-2147438513,PMCH-MHC
6,15910,-2147438514,PMCH-GVU
6,15910,-2147438515,PMCH-ICU
6,15910,-2147438516,PMCH-CVPCH
6,15910,-2147438517,PMCH-CATH2
6,15910,-2147438518,PMCH-CATH1
6,15910,-2147438519,PMCH-REHAB
6,15910,-2147439275,PACH-OR-2
6,15910,-2147439276,PACH-OR-1
6,15910,-2147439277,
6,15910,-2147439278,Pyxis Link
6,15910,-2147438306,PMCH-NHUC
6,15910,-2147438302,PMCH-NHUC
6,15910,-2147438067,PMCH-WBUC
6,15910,-2147438013,MRED2
6,15910,-2147437381,PMCH-CHPW
6,15910,-2147438520,PMCH-MCU4
6,15910,-2147438521,PMCH-OBW
6,15910,-2147438522,PMCH-OBE
6,15910,-2147438523,PMCH-SCN
6,15910,-2147438524,PMCH-CSEC2
6,15910,-2147438525,PMCH-CSEC1
6,15910,-2147438526,PMCH-MCU3
6,15910,-2147438527,PMCH-MCU1
6,15910,-2147438528,PMCH-MED
6,15910,-2147438529,PMCH-SOP3
6,15910,-2147438530,PMCH-SOP1
6,15910,-2147438531,PMCH-SUR
6,15910,-2147439255,PACH-CATH2
6,15910,-2147439256,PACH-OR-6
6,15910,-2147439257,PACH-CSEC2
6,15910,-2147439258,PACH-CSEC1
6,15910,-2147439259,PACH-CATH3
6,15910,-2147439260,PACH-CATH1
6,15910,-2147439261,PACH-PACU
6,15910,-2147439262,PACH-RAAP1
6,15910,-2147439263,PACH-ENDO3
6,15910,-2147439264,PACH-ENDO2
6,15910,-2147439265,PACH-CYSTO
6,15910,-2147439266,PACH-IR
6,15910,-2147439267,PACH-OR-10
6,15910,-2147439268,PACH-OR-9
6,15910,-2147439269,PACH-OR-8
6,15910,-2147439270,PACH-OR-7
6,15910,-2147439271,PACH-OR-6
6,15910,-2147439272,PACH-OR-5
6,15910,-2147439273,PACH-OR-4
6,15910,-2147439274,PACH-OR-3
6,11923,-2147438006,ACRT-4LBR4
6,11923,-2147438007,ACRT-4LBR3
6,11923,-2147438068,RADCONTROL
6,11923,-2147438069,ORCOREOPSN
6,11923,-2147438070,OPSNR
6,11923,-2147438071,NURSERY
6,11923,-2147438072,NUCMED
6,11923,-2147438073,EDINTERVENTION
6,11923,-2147438074,LBRECOVERY
6,11923,-2147438075,IRCORE
6,11923,-2147438076,IMAGEHOLD
6,11923,-2147438077,ENDOREC
6,11923,-2147438078,ENDOHOLD
6,11923,-2147438079,2MAINCOVID
6,11923,-2147438080,ENDO2
6,11923,-2147438081,ENDO1
6,11923,-2147438082,CVOR
6,11923,-2147438083,CVICU2
6,11923,-2147438084,CVICU1
6,11923,-2147438085,CATHHYBRID
6,11923,-2147438086,6NORTHICU
6,11923,-2147438087,6NORTH2
6,11923,-2147438088,6NORTH1
6,11923,-2147438089,6MAINLD
6,11923,-2147438090,6MAIN2
6,11923,-2147438091,5NORTH3
6,11923,-2147438092,5NORTH2
6,11923,-2147438093,5NORTH1
6,11923,-2147438094,5MAIN3
6,11923,-2147438095,5MAIN1A
6,11923,-2147438096,5MAIN1
6,11923,-2147437928,4MAINSUR
6,11923,-2147437929,2MAINPOD
6,11923,-2147437930,ACRT-CVOR3
6,11923,-2147437978,ACRT-RAD6
6,11923,-2147437979,ACRT-OR9
6,11923,-2147437980,ACRT-OR8
6,11923,-2147437981,ACRT-OR7
6,11923,-2147437982,ACRT-OR6
6,11923,-2147437983,ACRT-OR4
6,11923,-2147437984,ACRT-OR5
6,11923,-2147437985,ACRT-OR2
6,11923,-2147437986,ACRT-OR12
6,11923,-2147437987,ACRT-OR11
6,11923,-2147437988,ACRT-OR10
6,11923,-2147437989,ACRT-OR1
6,11923,-2147437990,ACRT-MRI
6,11923,-2147437991,ACRT-IR3
6,11923,-2147437992,ACRT-IR2
6,11923,-2147437993,ACRT-ENDO3
6,11923,-2147437994,ACRT-ENDO2
6,11923,-2147437995,ACRT-CVOR5
6,11923,-2147437996,ACRT-CVOR3
6,11923,-2147437997,ACRT-CVOR2
6,11923,-2147437998,ACRT-CVOR1
6,11923,-2147437999,ACRT-CT3
6,11923,-2147438000,ACRT-CATH4
6,11923,-2147438001,ACRT-CATH3
6,11923,-2147438002,ACRT-CATH2
6,11923,-2147438003,ACRT-CATHHYBRID
6,11923,-2147438004,ACRT-6LBR2
6,11923,-2147438005,ACRT-6LBR1
6,11923,-2147438130,EDGREEN
6,11923,-2147438131,BLT-OPINF
6,11923,-2147438132,3WEST4
6,11923,-2147438133,3WEST3
6,11923,-2147438134,3WEST2
6,11923,-2147438135,3WEST1
6,11923,-2147438136,3MAIN2
6,11923,-2147438137,3MAIN
6,11923,-2147438138,2WEST2
6,11923,-2147438139,2WEST1
6,11923,-2147438140,2MN
6,11923,-2147438148,ACRT5
6,11923,-2147438149,ACRT4
6,11923,-2147438150,ACRT3
6,11923,-2147438151,ACRT2
6,11923,-2147438152,ACRT1
6,11923,-2147438153,
6,11923,-2147438154,Pyxis Link
6,11923,-2147438097,5M2
6,11923,-2147438098,4NUR
6,11923,-2147438099,4NORTHCICU
6,11923,-2147438100,4NORTH3
6,11923,-2147438101,4NORTH2
6,11923,-2147438102,4NORTH1
6,11923,-2147438103,4MAINSUR
6,11923,-2147438104,4MAINPCU
6,11923,-2147438105,3CVRA3
6,11923,-2147438106,3CVRA2
6,11923,-2147438107,3CVRA1
6,11923,-2147438108,2MAINSUR
6,11923,-2147438109,2MAINPCU
6,11923,-2147438110,2MAINPAR
6,11923,-2147438112,EDBLUE
6,11923,-2147438113,CTCONTROL
6,11923,-2147438114,IR3
6,11923,-2147438115,IR2
6,11923,-2147438116,IR1
6,11923,-2147438117,CATHLAB3
6,11923,-2147438118,CATHLAB2
6,11923,-2147438119,CATHLAB1
6,11923,-2147438120,4M2
6,11923,-2147438121,4M1
6,11923,-2147438122,4EOBED
6,11923,-2147438123,3CC2
6,11923,-2147438124,3CC1
6,11923,-2147438125,EDYELLOW
6,11923,-2147438126,EDROOM111
6,11923,-2147438127,EDRED
6,11923,-2147438128,EDINTAKE
6,11923,-2147438129,EDCODE
