hdp_shardid,skclientkey,medid,medfulname
6,15910,WAR5,warfarin (COUMADIN) 5 mg tablet
6,15910,CEFI1FB,ceFAZolin Premix (ANCEF) 1 g (50 mL) D5W bag
6,15910,BEN20OG,benzocaine 20% (ANBESOL or ORAJEL) oral gel
6,15910,FLU5T,fluorouracil 5% (EFUDEX) cream
6,15910,ISO40,isosorbide dinitrate (ISORDIL) 40 mg tablet
6,15910,ACA333,acamprosate calcium (CAMPRAL) 333 mg tablet
6,15910,HEPI5000,heparin 5000 unit (1 mL) injection
6,15910,ROB1,glycopyrrolate (ROBINUL) 1 mg tablet
6,15910,ATOL750,atovaquone (MEPRON) 750 mg/5 mL (5 mL) oral suspension
6,15910,RETA40,epoetin alfa-epbx (RETACRIT) 40000 unit/1 mL injection
6,15910,TRI5DD,trihexyphenidyl (ARTANE) 5 mg tablet
6,15910,SIL10,sildenafil (REVATIO) 10 mg tablet
6,15910,BIC15,citric acid/sodium citrate (BICITRA) (15 mL) oral solution
6,15910,LOS100,losartan (COZAAR) 100 mg tablet
6,15910,THRI5000,thrombin kit 5000 unit kit
6,15910,MAG400,magnesium oxide (MAG-OX) 400 mg tablet
6,15910,NAP250,naproxen (NAPROSYN) 250 mg tablet
6,15910,VITD2000,vitamin D3 (CHOLECALCIFEROL) 2000 unit tablet
6,15910,PYRI100,pyridoxine (VITAMIN B-6) 100 mg/1 mL (1 mL) Vial
6,15910,BUPISPI,bupivacaine 0.75% in D5W 8.25% (intrathecal) (2 mL) injection
6,15910,ALL100,allopurinol (ZYLOPRIM) 100 mg tablet
6,15910,0.45K20,0.45% NaCl with KCl 20 mEq (1000 mL) bag
6,15910,ASE5,asenapine (SAPHRIS) 5 mg sublingual tablet
6,15910,EST.45,estrogens (conjugated) (PREMARIN) 0.45 mg tablet
6,15910,FENT10PCA,fentaNYL 300 mcg 10 mcg/1 mL (30 mL) PCA
6,15910,ASA325,aspirin 325 mg tablet
6,15910,LAM25,lamoTRIgine (LAMICTAL) 25 mg tablet
6,15910,KAD100,morphine ER (KADIAN) 100 mg capsule
6,15910,LOX25,loxapine (LOXITANE) 25 mg capsule
6,15910,IODINETINC,"iodine/sodium iodide 2-2.4% (IODINE TINCTURE MILD, USP) topical solution"
6,15910,MACI10,macitentan (OPSUMIT) 10 mg tablet
6,15910,BUP75,buPROPion (WELLBUTRIN) 75 mg tablet
6,15910,RIT100TAB,ritonavir (NORVIR) 100 mg tablet
6,15910,TRI1D,trihexyphenidyl (ARTANE) 1 mg tablet
6,15910,LIS5,lisinopril (PRINIVIL or ZESTRIL) 5 mg tablet
6,15910,FENP75,fentaNYL 75 mcg/hr (DURAGESIC) 75 mcg patch
6,15910,PRA5,prazosin (MINIPRESS) 5 mg capsule
6,15910,SER50IH,salmeterol diskus 50 mcg/dose (SEREVENT DISKUS) (28 EA) inhaler
6,15910,SEVINH,sevoflurane (ULTANE) (250 mL) solution
6,15910,DEX2.5,Dextroamphetamine Sulfate (Dextroamphetamine Sulfate) 2.5 mg tablet
6,15910,SEP1,sulfamethoxazole/trimethoprim SS 400/80 mg (BACTRIM) tablet
6,15910,FLU10D,FLUoxetine (PROZAC) 10 mg capsule
6,15910,TALCB,talc sterile intrapleural aerosol (SCLEROSOL intrapleural aerosol) 4 g intrapleural aerosol
6,15910,ZIP60,ziprasidone (GEODON) 60 mg capsule
6,15910,DOX2,doxazosin (CARDURA) 2 mg tablet
6,15910,PHYI2,physostigmine 2 mg (2 mL) injection
6,15910,LIDI1BUFF,lidocaine 1% buffered (20 mL) injection
6,15910,BISS10,bisacodyl (DULCOLAX) 10 mg suppository
6,15910,FEL200,felbamate (FELBATOL) 200 mg dose
6,15910,ADDXR10,amphetamine/dextroamphetamine SR (ADDERALL XR) 10 mg capsule
6,15910,VOR50,voriconazole (VFEND) 50 mg tablet
6,15910,DO NOT USE,D5W 100ml Mini-bag (temp) bag
6,15910,ANATO,menthol-methyl salicylate 28g Tube (ANALGESIC BALM 28g Tube) ointment
6,15910,KETL30,ketamine (KETALAR) 30 mg (3 mL) oral solution
6,15910,MIDL5,midazolam (VERSED) 2 mg/1 mL (2.5 mL) oral solution
6,15910,ATO40D,atorvastatin (LIPITOR) 40 mg tablet
6,15910,MORBAG100,morphine 100 mg 1 mg/1 mL (100 mL) 0.9% NaCl infusion
6,15910,ALPER1,ALPRAZolam XR (XANAX XR) 1 mg tablet
6,15910,H50,hydrOXYzine (ATARAX) 50 mg tablet
21,16496,6211217,tropicamide 1% OPHTH SOLUTION (MYDRIACYL) (15 mL) BOTTLE
21,16496,6211226,povidone iodine 5% OPHTH SOLUTION (BETADINE OPHTHALMIC) (30 mL) BOTTLE
21,16496,6211233,ofloxacin 0.3% OPHTH SOLUTION (OCUFLOX) (5 mL) BOTTLE
21,16496,6211258,ketorolac 0.5% OPHTH SOLUTION (ACULAR) (10 mL) BOTTLE
21,16496,6211274,balanced salt solution (BSS) (500 mL) BOTTLE
21,16496,6211282,phenylephrine 10% OPHTH SOLUTION (ALTAFRIN) (5 mL) BOTTLE
21,16496,6211308,polyethylene glycol (MIRALAX) 17 gm PKT
21,16496,6211408,piperacillin/tazobactam (ZOSYN) 3.375 gm VIAL
21,16496,6211420,sodium chloride 0.9% (3 mL) NEBULIZER
21,16496,6211429,PATIENT OWN MED CS A (PATIENT OWN MED CS A) EACH
21,16496,6211452,octreotide (SANDOSTATIN) 1000 mcg (5 mL) VIAL
21,16496,6211535,sodium chloride 0.9% PF (10 mL) VIAL
21,16496,6211599,senna/docusate 8.6mg/50mg (SENNA PLUS) TABLET
21,16496,6211601,dextrose 5%/0.45%NS (1000 mL) IV SOLUTION
21,16496,6211626,rOPINIRole (REQUIP) 1 mg TABLET
21,16496,6212004,carvedilol (COREG) 3.125 mg TABLET
21,16496,6212005,rifampin (RIFADIN) 300 mg CAPSULE
21,16496,6212006,enoxaparin (LOVENOX) 60 mg (0.6 mL) SYRINGE
21,16496,6212007,enoxaparin (LOVENOX) 80 mg (0.8 mL) SYRINGE
21,16496,6212008,enoxaparin (LOVENOX) 100 mg (1 mL) SYRINGE
21,16496,6212010,hydrALAZINE (APRESOLINE) 50 mg TABLET
21,16496,6212012,lidocaine jelly URO-JET (5 mL) SYRINGE
21,16496,6212014,fluticasone/salmeterol DISKUS 100mcg/50mcg (ADVAIR) INHALER
21,16496,6212015,fluticasone/salmeterol DISKUS 250mcg/50mcg (ADVAIR) INHALER
21,16496,6212016,fluticasone/salmeterol DISKUS 500mcg/50mcg (ADVAIR) INHALER
21,16496,6210862,hepatitis B vaccine (PEDIATRIC) (ENGERIX-B) (0.5 mL) VIAL
21,16496,6210904,homatropine 5% OPHTH SOLUTION (HOMATROPAIRE) (5 mL) BOTTLE
21,16496,6210912,heparin 10000 units (10 mL) VIAL
21,16496,6210920,carvedilol (COREG) 12.5 mg TABLET
21,16496,6210938,flecainide (TAMBOCOR) 50 mg TABLET
21,16496,6210946,citalopram (CeleXA) 20 mg TABLET
21,16496,6210953,phytonadione (MEPHYTON) 5 mg TABLET
21,16496,6210961,mirtazapine (REMERON) 15 mg TABLET
21,16496,6210979,cholestyramine powder (QUESTRAN) 4 gm PKT
21,16496,6210995,isoniazid 100 mg TABLET
21,16496,6211001,baclofen (LIORESAL) 10 mg TABLET
21,16496,6211019,dorzolamide/timolol 2%/0.5% OPHTH SOLUTION (COSOPT) (10 mL) BOTTLE
21,16496,6211027,primidone (MYSOLINE) 50 mg TABLET
21,16496,6211035,primidone (MYSOLINE) 250 mg TABLET
21,16496,6211043,doxepin (SINEQUAN) 10 mg CAPSULE
21,16496,6211050,mesalamine (ASACOL) 400 mg TABLET
21,16496,6211068,folic acid/vitamin B complex (NEPHROCAPS) CAPSULE
21,16496,6211076,donepezil (ARICEPT) 5 mg TABLET
21,16496,6211100,alteplase (CATHFLO) 2 mg (2 mL) VIAL
21,16496,6211126,sucrose 24% (SWEET-EASE) (2 mL) VIAL
21,16496,6211135,insulin glargine (LANTUS) 300 units (3 mL) PEN
21,16496,6211142,nicotine (NICODERM) 7 mg PATCH
21,16496,6211159,nicotine (NICODERM) 14 mg PATCH
21,16496,6211167,nicotine (NICODERM) 21 mg PATCH
21,16496,6211183,lidocaine 2% JELLY (5 mL) TUBE
21,16496,6211191,methylPREDNISolone acetate (DEPO-Medrol) 40 mg (1 mL) VIAL
21,16496,6212060,clindamycin (CLEOCIN) 600 mg (50 mL) IVPB
21,16496,6212061,clindamycin (CLEOCIN) 900 mg (50 mL) IVPB
21,16496,6212062,ampicillin 2 gm VIAL
21,16496,6212064,ampicillin/sulbactam (UNASYN) 3 gm VIAL
21,16496,6212065,oxacillin (PROSTAPHLIN) 2 gm VIAL
21,16496,6212070,lidocaine 1% PF (XYLOCAINE-MPF) (30 mL) VIAL
21,16496,6212071,benztropine (COGENTIN) 2 mg (2 mL) AMPULE
21,16496,6212072,hydroCHLOROthiazide (HYDRODIURIL) 12.5 mg CAPSULE
21,16496,6212073,carbamide peroxide 6.5% OTIC SOLUTION (DEBROX) (15 mL) BOTTLE
21,16496,6212074,dilTIAZem (CARDIZEM) 125 mg (25 mL) VIAL
21,16496,6212075,caffeine injection 500 mg (2 mL) VIAL
21,16496,6212076,tiotropium HANDIHALER (SPIRIVA HANDIHALER) INHALER
21,16496,6212080,gelatin sponge size 100 (GELFOAM LARGE) SPONGE
21,16496,6212082,metaxalone (SKELAXIN) 800 mg TABLET
21,16496,6212083,bupivacaine/epinephrine 0.25%/1:200000 (MARCAINE/EPINEPHRINE) (10 mL) VIAL
21,16496,6212085,thrombin TOPICAL SPRAY (THROMBIN-JMI) 20000 unit KIT
21,16496,6212086,venlafaxine XR (EFFEXOR XR) 75 mg ER CAPSULE
21,16496,6212087,QUEtiapine (SEROQUEL) 25 mg TABLET
21,16496,6212089,ezetimibe (ZETIA) 10 mg TABLET
21,16496,6212090,saline flush (10 mL) SYRINGE
21,16496,6212096,enalaprilat (VASOTEC) 2.5 mg (2 mL) VIAL
21,16496,6212097,piperacillin/tazobactam (FROZEN) (ZOSYN) 2.25 gm IVPB
21,16496,6212102,cefuroxime (CEFTIN) 500 mg TABLET
21,16496,6212103,QUEtiapine (SEROQUEL) 100 mg TABLET
21,16496,6212104,levETIRAcetam (KEPPRA) 500 mg TABLET
21,16496,6212017,fluticasone NASAL SPRAY (FLONASE) 50 mcg/1 spray (120 spray) BOTTLE
21,16496,6212018,fluticasone (FLOVENT) 44 mcg INHALER
21,16496,6212019,fluticasone (FLOVENT) 110 mcg INHALER
21,16496,6212020,fluticasone (FLOVENT) 220 mcg INHALER
21,16496,6212023,fentanyl transdermal system (DURAGESIC) 25 mcg/1 hr (72 hr) PATCH
21,16496,6212024,fentanyl transdermal system (DURAGESIC) 50 mcg/1 hr (72 hr) PATCH
21,16496,6212025,fentanyl transdermal system (DURAGESIC) 75 mcg/1 hr (72 hr) PATCH
21,16496,6212026,fentanyl transdermal system (DURAGESIC) 100 mcg/1 hr (72 hr) PATCH
21,16496,6212027,bismuth subsalicylate (PEPTO-BISMOL) (240 mL) BOTTLE
21,16496,6212028,thrombin TOPICAL (THROMBIN-JMI) 5000 unit VIAL
21,16496,6212030,magnesium sulfate PREMIX 1 gm (100 mL) IVPB
21,16496,6212031,OLANZapine (ZyPREXA) 2.5 mg TABLET
21,16496,6212032,sodium chloride 0.45%/KCl 20mEq (1000 mL) IV SOLUTION
21,16496,6212036,cosyntropin (CORTROSYN) 0.25 mg VIAL
21,16496,6212037,dimethyl sulfoxide 50% (RIMSO-50) (50 mL) VIAL
21,16496,6212041,estradiol (CLIMARA) 0.06 mg PATCH
21,16496,6212042,zoledronic acid (ZOMETA) 4 mg (5 mL) VIAL
21,16496,6212045,midazolam (VERSED) 10 mg (2 mL) VIAL
21,16496,6212046,calcitonin-salmon NASAL SPRAY (MIACALCIN) (3.7 mL) BOTTLE
21,16496,6212047,piperacillin/tazobactam (FROZEN) (ZOSYN) 3.375 gm IVPB
21,16496,6212047A,piperacillin/tazobactam (FROZEN) (ZOSYN) 3.375 gm IVPB
21,16496,6212049,metoprolol tartrate (LOPRESSOR) 25 mg TABLET
21,16496,6212052,propofol (DIPRIVAN) 1000 mg (100 mL) BOTTLE
21,16496,6212053,sodium chloride 0.9% (MINI-BAG PLUS) (100 mL) IVPB
21,16496,6212054,vial-mate ADAPTOR (IV Adaptor) EACH
21,16496,6212059,clindamycin (CLEOCIN) 300 mg (50 mL) IVPB
21,16496,6209534,metFORMIN (GLUCOPHAGE) 500 mg TABLET
21,16496,6209542,lisinopril (ZESTRIL) 10 mg TABLET
21,16496,6209559,lisinopril (ZESTRIL) 20 mg TABLET
21,16496,6209576,misoprostol (CYTOTEC) 200 mcg TABLET
21,16496,6209591,neostigmine (BLOXIVERZ) 10 mg (10 mL) VIAL
21,16496,6209617,hydrOXYzine hydrochloride (ATARAX) 10 mg TABLET
21,16496,6209633,imipramine (TOFRANIL) 25 mg TABLET
21,16496,6209658,traMADol (ULTRAM) 50 mg TABLET
21,16496,6209682,calcium carbonate/vitamin D (OSCAL WITH VITAMIN D) 600 mg TABLET
21,16496,6209690,gelocast (DOME PASTE BANDAGE) EACH
21,16496,6209708,EPINEPHrine auto-injector (EPI-PEN) 0.3 mg (0.3 mL) SYRINGE
21,16496,6209716,EPINEPHrine auto-injector JR (EPI-PEN JR) 0.15 mg (0.15 mL) SYRINGE
21,16496,6209732,glucose instant GEL (INSTA-GLUCOSE) 15 gm TUBE
21,16496,6209741,insulin lispro (HUMALOG) 300 units (3 mL) PEN
21,16496,6209757,amantadine (SYMMETREL) 100 mg CAPSULE
21,16496,6209765,losartan (COZAAR) 50 mg TABLET
21,16496,6209773,divalproex DR (DEPAKOTE DR) 250 mg ER TABLET
21,16496,6209781,estradiol (CLIMARA) 0.05 mg PATCH
21,16496,6209799,estradiol (CLIMARA) 0.1 mg PATCH
21,16496,6209815,hydroxychloroquine (PLAQUENIL) 200 mg TABLET
21,16496,6209823,lithium carbonate (ESKALITH) 300 mg CAPSULE
21,16496,6209831,gabapentin (NEURONTIN) 300 mg CAPSULE
21,16496,6209849,gabapentin (NEURONTIN) 400 mg CAPSULE
21,16496,6209872,FLUoxetine (PROZAC) 10 mg CAPSULE
21,16496,6209898,hyoscyamine SL (LEVSIN/SL) 0.125 mg TABLET
21,16496,6208999,ondansetron (ZOFRAN) 4 mg (2 mL) VIAL
21,16496,6209013,doxazosin (CARDURA) 2 mg TABLET
21,16496,6209039,capsaicin 0.025% CREAM (ZOSTRIX) (60 gm) TUBE
21,16496,6209054,magnesium oxide (MAG-OXIDE) 400 mg TABLET
21,16496,6209070,hydrocortisone 2.5% CREAM (30 gm) TUBE
21,16496,6209089,saline flush (3 mL) SYRINGE
21,16496,6209096,PARoxetine (PAXIL) 20 mg TABLET
21,16496,6209138,benzonatate (TESSALON PERLE) 100 mg CAPSULE
21,16496,6209146,filgrastim (NEUPOGEN) 300 mcg (0.5 mL) SYRINGE
21,16496,6209229,amlodipine (NORVASC) 5 mg TABLET
21,16496,6209237,diclofenac (VOLTAREN) 75 mg TABLET
21,16496,6209245,rocuronium (ZEMURON) 100 mg (10 mL) VIAL
21,16496,6209252,medroxyPROGESTERone (DEPO-PROVERA) 150 mg VIAL
21,16496,6209278,albumin 25% (FLEXBUMIN) 12.5 gm (50 mL) IVPB
21,16496,6209286,digoxin immune fab (DIGIBIND) 40 mg VIAL
21,16496,6209294,dilTIAZem (CARDIZEM) 50 mg (10 mL) VIAL
21,16496,6209302,hepatitis-B immune globulin (PEDIATRIC) (NABI-HB) (1 mL) VIAL
21,16496,6209336,lidocaine/epinephrine/tetracaine SOLUTION (LET) (5 mL) UDCUP
21,16496,6209344,collagenase OINTMENT (SANTYL) (30 gm) TUBE
21,16496,6209351,clotrimazole (MYCELEX) 10 mg TROCHE
21,16496,6209385,naloxone (NARCAN) 2 mg (2 mL) SYRINGE
21,16496,6209401,medroxyPROGESTERone (PROVERA) 2.5 mg TABLET
21,16496,6209419,atenolol (TENORMIN) 25 mg TABLET
21,16496,6209450,triamcinolone (KENALOG-40) 40 mg (1 mL) VIAL
21,16496,6209484,isosorbide mononitrate (IMDUR) 60 mg ER TABLET
21,16496,6209500,enoxaparin (LOVENOX) 30 mg (0.3 mL) SYRINGE
21,16496,6210433,ketoconazole 2% CREAM (15 gm) TUBE
21,16496,6210441,sotalol (BETAPACE) 80 mg TABLET
21,16496,6210458,venlafaxine (EFFEXOR) 25 mg TABLET
21,16496,6210466,risperiDONE (RisperDAL) 1 mg TABLET
21,16496,6210474,finasteride (PROSCAR) 5 mg TABLET
21,16496,6210482,dorzolamide 2% OPHTH SOLUTION (TRUSOPT) (10 mL) BOTTLE
21,16496,6210490,liothyronine (CYTOMEL) 25 mcg TABLET
21,16496,6210508,megestrol (MEGACE) 40 mg TABLET
21,16496,6210516,aspirin (ECOTRIN) 81 mg CHEWABLE TABLET
21,16496,6210524,pyridoxine (VITAMIN B6) 50 mg TABLET
21,16496,6210532,enoxaparin (LOVENOX) 40 mg (0.4 mL) SYRINGE
21,16496,6210540,dilTIAZem LA (CARDIZEM CD) 120 mg ER CAPSULE
21,16496,6210557,dilTIAZem LA (CARDIZEM CD) 180 mg ER CAPSULE
21,16496,6210565,dilTIAZem LA (CARDIZEM CD) 240 mg ER CAPSULE
21,16496,6210599,verapamil ER (CALAN SR) 240 mg ER TABLET
21,16496,6210649,tamsulosin (FLOMAX) 0.4 mg CAPSULE
21,16496,6210656,clopidogrel (PLAVIX) 75 mg TABLET
21,16496,6210680,vasopressin (VASOSTRICT) 20 units (1 mL) VIAL
21,16496,6210706,ipratropium/albuterol (COMBIVENT RESPIMAT) (4 gm) INHALER
21,16496,6210714,eptifibatide (INTEGRILIN) 20 mg (10 mL) VIAL
21,16496,6210722,eptifibatide (INTEGRILIN) 75 mg (100 mL) VIAL
21,16496,6210748,amiodarone (PACERONE) 150 mg (3 mL) VIAL
21,16496,6210755,latanoprost 0.005% OPHTH SOLUTION (XALATAN) (2.5 mL) BOTTLE
21,16496,6210797,celecoxib (CeleBREX) 100 mg CAPSULE
21,16496,6210805,diphenhydrAMINE (BENADRYL) 12.5 mg (5 mL) UDCUP
21,16496,6210854,hepatitis B vaccine (ADULT) (ENGERIX-B) (1 mL) VIAL
21,16496,6209948,torsemide (DEMADEX) 10 mg TABLET
21,16496,6209978,thyroid (ARMOUR THYROID) 60 mg TABLET
21,16496,6209989,hydrocortisone (CORTEF) 5 mg TABLET
21,16496,6210011,fosphenytoin (CEREBYX) 500 mg (10 mL) VIAL
21,16496,6210029,sodium/potassium phosphate (K-PHOS NEUTRAL) 250 mg TABLET
21,16496,6210037,sodium bicarbonate 650 mg TABLET
21,16496,6210045,fludrocortisone (FLORINEF) 0.1 mg TABLET
21,16496,6210078,selegiline (ELDEPRYL) 5 mg CAPSULE
21,16496,6210086,pneumococcal 23 polyvalent vaccine (PNEUMOVAX 23) (0.5 mL) VIAL
21,16496,6210102,metoprolol tartrate (LOPRESSOR) 5 mg (5 mL) VIAL
21,16496,6210128,milrinone (PRIMACOR) 20 mg (100 mL) IVPB
21,16496,6210144,acetaminophen (TYLENOL) 325 mg TABLET
21,16496,6210152,tenecteplase (TNKASE) 50 mg KIT
21,16496,6210177,isosorbide mononitrate (IMDUR) 30 mg ER TABLET
21,16496,6210185,lidocaine 4% CREAM (EMLA) (5 gm) TUBE
21,16496,6210193,etomidate (AMIDATE) 20 mg VIAL
21,16496,6210201,ketamine (KETALAR) 500 mg (10 mL) VIAL
21,16496,6210227,labetalol (NORMODYNE) 20 mg (4 mL) SYRINGE
21,16496,6210276,metFORMIN (GLUCOPHAGE) 850 mg TABLET
21,16496,6210284,guaiFENesin extended-release (MUCINEX) 600 mg ER TABLET
21,16496,6210300,gabapentin (NEURONTIN) 100 mg CAPSULE
21,16496,6210318,iron polysaccharide/folic acid (NIFEREX FORTE) 150 mg CAPSULE
21,16496,6210391,nortriptyline (PAMELOR) 10 mg CAPSULE
21,16496,6210409,levothyroxine (SYNTHROID) 0.088 mg TABLET
21,16496,6210417,levothyroxine (SYNTHROID) 0.075 mg TABLET
21,16496,6210425,terbinafine 1% CREAM (LAMISIL) (15 gm) TUBE
21,16496,6204337,tamoxifen (NOLVADEX) 10 mg TABLET
21,16496,6200077,cefoTEtan (CEFOTAN) 2 gm VIAL
21,16496,6208636,BENZOCAINE 20% GEL (HURRICAINE) (30 mL) BOTTLE
21,16496,6208647,lidocaine/epinephrine 1%/1:100000 (XYLOCAINE/EPI) (50 mL) VIAL
21,16496,6202599,apixaban (ELIQUIS) 5 mg TABLET
21,16496,6208651,apixaban (ELIQUIS) 5 mg TABLET
21,16496,6203765,megestrol (MEGACE) 20 mg TABLET
21,16496,6208653,buprenorphine (BUTRANS 10mcg/1hr) 1 patch PATCH
21,16496,6200847,raloxifene (EVISTA) 60 mg TABLET
21,16496,6201229,letrozole (FEMARA) 2.5 mg TABLET
21,16496,6208677,dantrolene (RYANODEX) 250 mg VIAL
21,16496,6205395,lamotrigine (LAMICTAL) 50 mg TABLET
21,16496,6201237,hepatitis-B immune globulin (NEO) (HYPERHEP B S/D) (0.5 mL) VIAL
21,16496,6201228,desmopressin (DDAVP) 0.2 mg TABLET
21,16496,6208501,sodium thiosulfate 12.5 gm (50 mL) VIAL
21,16496,6200947,valacyclovir (VALTREX) 500 mg TABLET
21,16496,6207022,cariprazine (VRAYLAR) 3 mg CAPSULE
21,16496,6208713,cariprazine (VRAYLAR) 1.5 mg CAPSULE
21,16496,6203038,oxcarbazepine (TRILEPTAL) 300 mg (5 mL) UDCUP
21,16496,6201765,budesonide (PULMICORT) 0.25 mg (2 mL) NEBULIZER
21,16496,6208722,insulin glargine (SEMGLEE) 300 units (3 mL) PEN
21,16496,6200449,sildenafil (REVATIO) 20 mg TABLET
21,16496,6208547,remdesivir (VEKLURY) 100 mg VIAL
21,16496,6208548,insulin regular (MYXREDLIN) 100 unit (100 mL) IVPB
21,16496,6206514,verapamil (CALAN) 80 mg TABLET
21,16496,6200458,carbidopa/levodopa 12.5mg/50mg (SINEMET) TABLET
21,16496,6200978,hydroxyurea (HYDREA) 500 mg CAPSULE
21,16496,6200490,amiodarone (PACERONE) 100 mg TABLET
21,16496,6201443,folic acid 0.5 mg TABLET
21,16496,6201488,nebivolol (BYSTOLIC) 5 mg TABLET
21,16496,6205583,theophylline SR (THEO-DUR) 150 mg ER TABLET
21,16496,6200574,allopurinol (ZYLOPRIM) 50 mg TABLET
21,16496,6208610,SIMPLE SYRUP ORAL SYRINGE 2mL (2 mL) UDCUP
21,16496,6208612,enalaprilat (VASOTEC) 1.25 mg (1 mL) VIAL
21,16496,6212120,megestrol SUSPENSION (MEGACE) 400 mg (10 mL) UDCUP
21,16496,6202306,glycopyrrolate (ROBINUL) 1 mg TABLET
21,16496,6200395,zonisamide (ZONEGRAN) 100 mg CAPSULE
21,16496,6200194,perphenazine 4 mg TABLET
21,16496,6203282,acetaZOLAMIDE (DIAMOX) 125 mg TABLET
21,16496,6201402,glimepiride (AMARYL) 0.5 mg TABLET
21,16496,ACCESS CARD,Procedure Cart Access Card (CCC keys) EACH
21,16496,ANES DES,desflurane (SUPRANE) (240 mL) CAN
21,16496,ANES SEV,sevoflurane (ULTANE) (250 mL) CAN
21,16496,ANTIDOTE KIT,chemical antidote kit (DuoDote) EACH
21,16496,BLSBAG,BLS Bag (BLS Bag) BAG
21,16496,CM,CAMERA EACH
21,16496,ED00000001,Foreign Body Remover (SCHUKNECHT) EACH
21,16496,ET,Epidural TRAY EACH
21,16496,INTUTAG,Red Lock EACH
21,16496,K-02,Rapid Sequence Tray (*RAPID SEQUENCE TRAY) EACH
21,16496,K-04,KEYS-CCC (CCC-KEYS) EACH
21,16496,KEY LOCK BOX,KEYS-Lock Box EACH
21,16496,KEY Rx Paper,KEYS-Rx Paper Printer EACH
21,16496,KEYRxPaper,KEYS-Rx Paper Printer EACH
21,16496,KEYS ANES OMNI,KEYS-ANES OMNI EACH
21,16496,KEYS PACU,KEYS-PACU (PeriOp Services - keys) EACH
21,16496,KEYS PCA,KEYS-PCA (PCA-KEYS) EACH
21,16496,KEYS SBHU,KEYS-Senior Behavioral Health EACH
21,16496,NARCANPOUCH,Narcan Pouch (Naloxone Pouch) EACH
21,16496,NC-05,Eclamptic TRAY EACH
21,16496,NC-09,pain ease SPRAY (3.5 oz) CAN
21,16496,NC-10,crash cart med tray EACH
21,16496,NC-101,anesthesia refrigerated tray EACH
21,16496,NC-105,camera EACH
21,16496,NC-106,PACU OB C-Section KIT
21,16496,6212105,sodium chloride 3% (500 mL) IV SOLUTION
21,16496,6212107,lidocaine 5% (LIDODERM) PATCH
21,16496,6212111,bupivacaine  0.5% (MARCAINE) (30 mL) VIAL
21,16496,6212113,dextrose 5%/0.9% NS/KCl 20mEq (1000 mL) IV SOLUTION
21,16496,6212115,iron sucrose (VENOFER) 100 mg (5 mL) VIAL
21,16496,6212118,bimatoprost 0.01% OPHTH SOLUTION (LUMIGAN) (2.5 mL) BOTTLE
21,16496,6212119,travoprost 0.004% OPHTH SOLUTION (TRAVATAN) (2.5 mL) BOTTLE
21,16496,6212122,magnesium sulfate PREMIX 2 gm (50 mL) IVPB
21,16496,6212123,ertapenem (INVANZ) 1 gm VIAL
21,16496,6212126,metoprolol XL (TOPROL XL) 50 mg ER TABLET
21,16496,6212128,regadenoson (LEXISCAN) 0.4 mg (5 mL) SYRINGE
21,16496,6212136,fenofibrate (LOFIBRA) 160 mg TABLET
21,16496,6292222,sodium chloride 0.9% REFRIGERATED (1000 mL) IV SOLUTION
21,16496,93100392,suction liner 1500 mL (suction canister & lid) EACH
21,16496,93100525,suction tubing 10ft EACH
21,16496,93101978,"airway oral guedel size 3 80mm (oral airway, small) EACH"
21,16496,93101986,airway oral guedel size 4 90mm (medium oral airway) EACH
21,16496,93101995,airway oral guedel size 5 100mm (large oral airway) EACH
21,16496,93102423,10ml syringe EACH
21,16496,93102449,3ml syringe (syringe 3 mL) EACH
21,16496,93102456,"syringe 3 mL 22 ga. x 1.5"" eclipse (3ml syringe w/ needle) EACH"
21,16496,93102480,5ml syringe EACH
21,16496,93102555,syringe TB 1mL leur lock 27G (TB syringe w/ needle) EACH
21,16496,93811820,"needle 18 ga. 1.5"" eclipse s (#18 ga. 1.5 in needles) EACH"
21,16496,93811861,"needle 25 ga. 1.5"" (#25 ga. 1.5in needles) EACH"
21,16496,93814295,needle 23 ga. x 1 (#23 ga. 1.0 in needles) EACH
21,16496,P-01,Rx Pads Wayne Hospital (Prescription Pads Wayne Hospital) EACH
21,16496,P-02,Green Crash Cart Lock- call House Super (Lock (Crash Cart)) EACH
21,16496,P-03,Rx Printer Paper (Prescription Printer Paper) EACH
21,16496,P-04,Doctors' Rx Pads (Doctors' Prescription Pads) EACH
21,16496,PATIENT,Patient Specific Non-Refrigerated EACH
21,16496,PEPPERMINT,Peppermint Spirit BOTTLE
21,16496,PO-1,Pulse Oximeter (Pulse Ox) EACH
21,16496,PyxisLabel,"Label, Pyxis (Pyxis Label roll) EACH"
21,16496,PyxisPaper,"Paper, Pyxis (Pyxis Paper roll) EACH"
21,16496,RESP,Patient Specific Respiratory EACH
21,16496,RR-01,Pre/Post Antibiotics (Patient specific Non-Refrigerated) EACH
21,16496,RR-02,Pre/Post PREOP FRIDGE med (Patient Specific Refrigerated) EACH
21,16496,RR-03,Patient Specific Refrigerated EACH
21,16496,RR-04,Cataract Refrigerated Med (Cataract Fridge Access) EACH
21,16496,SQUAD BAG,Squad Bag (Drug Bag) BAG
21,16496,stylet #14,stylet intubating 14fr. (stylet intubating 14fr.) EACH
21,16496,XX,hypothermic thermometer EACH
21,16496,6204291,ivabradine (CORLANOR) 2.5 mg TABLET
