itemtransactionkey,skclientkey,itemtransactionrootkey,transactionsessionkey,itemtransactiontypekey,txtimekey,itemrootkey,itemkey,medkey,meditemrootkey,meditemkey,medfullname,device_naturalkey,dispensingdevicekey,storagespacerootkey,storagespacekey,storagespaceitemrootkey,storagespaceitemkey,storagespaceshortname,storagespaceabbreviatedname,transactionlocaldatetime,cancelflag,startstoragespaceinventoryquantity,endstoragespaceinventoryquantity,estransactiontypekey,legacytransactiontypekey,ismeddeviceexclude,ismedexclude,isdeviceexclude,transactionquantity,actualbegincount,hdp_shardid,medid,dispensingdevicename
-9223372033434355332,13535,1272526401,-1195041378,-2147445089,20200729,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440893,-2146016094,-2127105685,-2115029460,-2122539245,-2109146658,MED-SURG_MAIN Drw 3.2-Pkt D3,MED-SURG_MAIN 3.2-D3,2020-07-29 09:38:51.0,False,12.0000,10.0000,13,13,False,False,False,2.000000000000000000,12.000000000000000000,15,49725,MURMSU
-9223372033465131711,13535,1241815688,-1203255404,-2147445089,20200602,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440893,-2146016094,-2127105685,-2115029460,-2122539245,-2109146658,MED-SURG_MAIN Drw 3.2-Pkt D3,MED-SURG_MAIN 3.2-D3,2020-06-02 08:36:44.0,False,13.0000,9.0000,13,13,False,False,False,4.000000000000000000,13.000000000000000000,15,49725,MURMSU
-9223372033296995002,13535,1409621462,-1158396911,-2147445089,20210205,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147437246,-2145981413,-2125248899,-2114996555,-2116366705,-2100061973,PACU Drw 4.1-Pkt A2,PACU 4.1-A2,2021-02-05 14:30:58.0,False,6.0000,0.0000,13,13,False,False,False,6.000000000000000000,6.000000000000000000,15,49725,MURPACU
-9223372033238882345,13535,1467576585,-1142928190,-2147445089,20210507,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440893,-2145970038,-2127105685,-2115029460,-2122539245,-2109146658,MED-SURG_MAIN Drw 3.2-Pkt D3,MED-SURG_MAIN 3.2-D3,2021-05-07 08:52:19.0,False,14.0000,7.0000,13,13,False,False,False,7.000000000000000000,14.000000000000000000,15,49725,MURMSU
-9223372033329737033,13535,1376960729,-1167030037,-2147445089,20201211,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440891,-2146014099,-2127105214,-2115030346,-2122538491,-2109145967,OR_MAIN Drw 3.1-Pkt B1,OR_MAIN 3.1-B1,2020-12-11 14:16:01.0,False,6.0000,5.0000,13,13,False,False,False,1.000000000000000000,6.000000000000000000,15,49725,MUROR
-9223372033282254139,13535,1424320443,-1154467324,-2147445089,20210225,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440893,-2145971825,-2127105685,-2115029460,-2122539245,-2109146658,MED-SURG_MAIN Drw 3.2-Pkt D3,MED-SURG_MAIN 3.2-D3,2021-02-25 09:21:51.0,False,13.0000,6.0000,13,13,False,False,False,7.000000000000000000,13.000000000000000000,15,49725,MURMSU
-9223372033411445987,13535,1295387221,-1188879813,-2147445104,20200908,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440893,-2146006755,-2127105685,-2115029460,-2122539245,-2109146658,MED-SURG_MAIN Drw 3.2-Pkt D3,MED-SURG_MAIN 3.2-D3,2020-09-08 10:07:12.0,False,12.0000,10.0000,502,502,False,False,False,2.000000000000000000,12.000000000000000000,15,49725,MURMSU
-9223372033307734643,13535,1398908662,-1161214090,-2147445104,20210118,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440892,-2145981112,-2127106434,-2115030072,-2122539590,-2109146449,ED_MAIN Drw 2.2-Pkt C5,ED_MAIN 2.2-C5,2021-01-18 13:06:53.0,False,12.0000,10.0000,502,502,False,False,False,2.000000000000000000,12.000000000000000000,15,49725,MURED
-9223372033296995500,13535,1409620960,-1158396835,-2147445089,20210205,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440893,-2145981111,-2127105685,-2115029460,-2122539245,-2109146658,MED-SURG_MAIN Drw 3.2-Pkt D3,MED-SURG_MAIN 3.2-D3,2021-02-05 08:42:44.0,False,15.0000,13.0000,13,13,False,False,False,2.000000000000000000,15.000000000000000000,15,49725,MURMSU
-9223372033335043065,13535,1371667219,-1168440906,-2147445089,20201202,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440893,-2146006755,-2127105685,-2115029460,-2122539245,-2109146658,MED-SURG_MAIN Drw 3.2-Pkt D3,MED-SURG_MAIN 3.2-D3,2020-12-02 08:50:42.0,False,14.0000,7.0000,13,13,False,False,False,7.000000000000000000,14.000000000000000000,15,49725,MURMSU
-9223372033273805205,13535,1432746132,-1152231323,-2147445089,20210311,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440893,-2145971825,-2127105685,-2115029460,-2122539245,-2109146658,MED-SURG_MAIN Drw 3.2-Pkt D3,MED-SURG_MAIN 3.2-D3,2021-03-11 08:22:59.0,False,11.0000,7.0000,13,13,False,False,False,4.000000000000000000,11.000000000000000000,15,49725,MURMSU
-9223372033397663658,13535,1309147042,-1185198546,-2147445089,20200925,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440893,-2146006755,-2127105685,-2115029460,-2122539245,-2109146658,MED-SURG_MAIN Drw 3.2-Pkt D3,MED-SURG_MAIN 3.2-D3,2020-09-25 07:59:57.0,False,14.0000,10.0000,13,13,False,False,False,4.000000000000000000,14.000000000000000000,15,49725,MURMSU
-9223372033257412657,13535,1449093829,-1147877484,-2147445104,20210408,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440892,-2145970039,-2127106434,-2115030072,-2122539590,-2109146449,ED_MAIN Drw 2.2-Pkt C5,ED_MAIN 2.2-C5,2021-04-08 10:56:17.0,False,11.0000,10.0000,502,502,False,False,False,1.000000000000000000,11.000000000000000000,15,49725,MURED
-9223372033367290507,13535,1339480024,-1177051044,-2147445089,20201015,-2140166615,-2136404077,-2109696758,-2140166615,-2135856082,LORazepam (Ativan) 2 mg/1 mL VIAL,-2147440891,-2146014099,-2127105214,-2115030346,-2122538491,-2109145967,OR_MAIN Drw 3.1-Pkt B1,OR_MAIN 3.1-B1,2020-10-15 09:22:38.0,False,6.0000,0.0000,13,13,False,False,False,6.000000000000000000,6.000000000000000000,15,49725,MUROR
-9223372033476690434,13535,1230280874,-1206342404,-2147445089,20200505,-2140167297,-2136404759,-2109694599,-2140167297,-2135857135,gemfibrozil (Lopid) 600 mg TAB,-2147440893,-2146016094,-2127105948,-2118107027,-2122539227,-2109147185,MED-SURG_MAIN Drw 4.2-Pkt C1,MED-SURG_MAIN 4.2-C1,2020-05-05 09:30:54.0,False,11.0000,0.0000,13,13,False,False,False,11.000000000000000000,11.000000000000000000,15,98836,MURMSU
-9223372033318908267,13535,1387761835,-1164182791,-2147445089,20201231,-2140167297,-2136404759,-2109694599,-2140167297,-2135857135,gemfibrozil (Lopid) 600 mg TAB,-2147440893,-2145981111,-2127105948,-2115029648,-2122539227,-2109147185,MED-SURG_MAIN Drw 4.2-Pkt C1,MED-SURG_MAIN 4.2-C1,2020-12-31 09:37:37.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,98836,MURMSU
-9223372033244019626,13535,1462452724,-1144295412,-2147445089,20210429,-2140167281,-2136404743,-2109694191,-2140167281,-2135857110,gentamicin-NS 100 mg/100 mL BAG,-2147440893,-2145970038,-2127104718,-2118105269,-2118290428,-2102867748,MEDSURG_TOWER_2 Dr 4-Pkt 20,MEDSURG_TOWER_2 4-20,2021-04-29 11:07:37.0,False,3.0000,0.0000,13,13,False,False,False,3.000000000000000000,3.000000000000000000,15,2944739,MURMSU
-9223372033465131707,13535,1241815678,-1203255404,-2147445089,20200602,-2140167281,-2136404743,-2109694191,-2140167281,-2135857110,gentamicin-NS 100 mg/100 mL BAG,-2147440893,-2146016094,-2127104718,-2118105269,-2118290428,-2102867748,MEDSURG_TOWER_2 Dr 4-Pkt 20,MEDSURG_TOWER_2 4-20,2020-06-02 08:37:53.0,False,4.0000,0.0000,13,13,False,False,False,4.000000000000000000,4.000000000000000000,15,2944739,MURMSU
-9223372033398762597,13535,1308049642,-1185494779,-2147445089,20200924,-2140167278,-2136404740,-2109693652,-2140167278,-2135857104,gentamicin-NS 80 mg/100 mL BAG,-2147440893,-2146006755,-2127105047,-2118105368,-2118290427,-2102867746,MEDSURG_TOWER_2 Dr 3-Pkt 21,MEDSURG_TOWER_2 3-21,2020-09-24 09:29:50.0,False,4.0000,0.0000,13,13,False,False,False,4.000000000000000000,4.000000000000000000,15,00196,MURMSU
-9223372033310419459,13535,1396228999,-1161948509,-2147445104,20210115,-2140167327,-2136404789,-2109696163,-2140167327,-2135857187,furosemide (Lasix) 100 mg/10 mL VIAL,-2147440893,-2145981111,-2127105464,-2115029721,-2122538955,-2106677665,MED-SURG_AUX Drw 6.1-Pkt D4,MED-SURG_AUX 6.1-D4,2021-01-15 07:31:22.0,False,7.0000,6.0000,502,502,False,False,False,1.000000000000000000,7.000000000000000000,15,06253,MURMSU
-9223372033244019630,13535,1462452690,-1144295413,-2147445089,20210429,-2140167327,-2136404789,-2109696163,-2140167327,-2135857187,furosemide (Lasix) 100 mg/10 mL VIAL,-2147440893,-2145970038,-2127105464,-2115029721,-2122538955,-2097868557,MED-SURG_AUX Drw 6.1-Pkt D4,MED-SURG_AUX 6.1-D4,2021-04-29 11:06:59.0,False,7.0000,5.0000,13,13,False,False,False,2.000000000000000000,7.000000000000000000,15,06253,MURMSU
-9223372033476690436,13535,1230280873,-1206342405,-2147445089,20200505,-2140167327,-2136404789,-2109696163,-2140167327,-2135857187,furosemide (Lasix) 100 mg/10 mL VIAL,-2147440893,-2146016094,-2127105464,-2118106418,-2122538955,-2106677665,MED-SURG_AUX Drw 6.1-Pkt D4,MED-SURG_AUX 6.1-D4,2020-05-05 09:30:16.0,False,8.0000,3.0000,13,13,False,False,False,5.000000000000000000,8.000000000000000000,15,06253,MURMSU
-9223372033416814091,13535,1290027526,-1190343562,-2147445089,20200901,-2140167326,-2136404788,-2109695674,-2140167326,-2135857185,furosemide (Lasix) 20 mg TAB,-2147440893,-2146006755,-2127105736,-2115029511,-2122539020,-2109147136,MED-SURG_AUX Drw 4.2-Pkt A2,MED-SURG_AUX 4.2-A2,2020-09-01 09:35:19.0,False,16.0000,10.0000,13,13,False,False,False,6.000000000000000000,16.000000000000000000,15,2944495,MURMSU
-9223372033449827099,13535,1257090097,-1199145902,-2147445089,20200630,-2140167325,-2136404787,-2109696261,-2140167325,-2135857183,furosemide (Lasix) 20 mg/2 mL VIAL,-2147440893,-2146016094,-2127105648,-2115029435,-2122539322,-2109147245,MED-SURG_MAIN Drw 2.1-Pkt E1,MED-SURG_MAIN 2.1-E1,2020-06-30 09:43:01.0,False,16.0000,12.0000,13,13,False,False,False,4.000000000000000000,16.000000000000000000,15,06233,MURMSU
-9223372033449353329,13535,1257558875,-1199020330,-2147445089,20200701,-2140167325,-2136404787,-2109696261,-2140167325,-2135857183,furosemide (Lasix) 20 mg/2 mL VIAL,-2147440891,-2146014099,-2127103010,-2115030312,-2122538477,-2109145985,OR_MAIN Drw 4.1-Pkt A1,OR_MAIN 4.1-A1,2020-07-01 09:20:33.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,06233,MUROR
-9223372033355081250,13535,1351679531,-1173779206,-2147445089,20201027,-2140167325,-2136404787,-2109696261,-2140167325,-2135857183,furosemide (Lasix) 20 mg/2 mL VIAL,-2147440892,-2146014663,-2127106380,-2115030033,-2122539563,-2109146941,ED_MAIN Drw 3.2-Pkt D3,ED_MAIN 3.2-D3,2020-10-27 09:31:18.0,False,11.0000,8.0000,13,13,False,False,False,3.000000000000000000,11.000000000000000000,15,06233,MURED
-9223372033353769508,13535,1352991898,-1173432494,-2147445089,20201029,-2140167325,-2136404787,-2109696261,-2140167325,-2135857183,furosemide (Lasix) 20 mg/2 mL VIAL,-2147440893,-2146006755,-2127105648,-2115029435,-2122539322,-2109147245,MED-SURG_MAIN Drw 2.1-Pkt E1,MED-SURG_MAIN 2.1-E1,2020-10-29 10:43:27.0,False,30.0000,25.0000,13,13,False,False,False,5.000000000000000000,30.000000000000000000,15,06233,MURMSU
-9223372033244019766,13535,1462452542,-1144295469,-2147445089,20210429,-2140167325,-2136404787,-2109696261,-2140167325,-2135857183,furosemide (Lasix) 20 mg/2 mL VIAL,-2147440891,-2146014099,-2127103010,-2115030312,-2122538477,-2109145985,OR_MAIN Drw 4.1-Pkt A1,OR_MAIN 4.1-A1,2021-04-29 09:25:24.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,06233,MUROR
-9223372033353769506,13535,1352991901,-1173432493,-2147445089,20201029,-2140167324,-2136404786,-2109696492,-2140167324,-2135857181,furosemide (Lasix) 40 mg TAB,-2147440893,-2146006755,-2127105942,-2115029805,-2122539262,-2109147145,MED-SURG_MAIN Drw 4.1-Pkt B3,MED-SURG_MAIN 4.1-B3,2020-10-29 10:44:01.0,False,23.0000,10.0000,13,13,False,False,False,13.000000000000000000,23.000000000000000000,15,11814,MURMSU
-9223372033355081248,13535,1351679528,-1173779205,-2147445089,20201027,-2140167324,-2136404786,-2109696492,-2140167324,-2135857181,furosemide (Lasix) 40 mg TAB,-2147440892,-2146014663,-2127106433,-2115030111,-2122539649,-2109146949,ED_MAIN Drw 2.1-Pkt A1,ED_MAIN 2.1-A1,2020-10-27 09:32:00.0,False,20.0000,10.0000,13,13,False,False,False,10.000000000000000000,20.000000000000000000,15,11814,MURED
-9223372033336241903,13535,1370471220,-1168758719,-2147445089,20201130,-2140167322,-2136404784,-2109696260,-2140167322,-2135851018,furosemide (Lasix) 40 mg/4 mL VIAL,-2147438156,-2146016096,-2125719768,-2116025605,-2118752494,-2103519972,OR1 Drw 2.1-Pkt 40,OR1 2.1-40,2020-11-30 14:15:50.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,06272,MURORA1
-9223372033433829644,13535,1273050958,-1194900701,-2147445089,20200730,-2140167322,-2136404784,-2109696260,-2140167322,-2135851018,furosemide (Lasix) 40 mg/4 mL VIAL,-2147440890,-2146016092,-2127104125,-2115027932,-2122538798,-2109146557,EMS_MAIN Drw 2-Pkt A3,EMS_MAIN 2-A3,2020-07-30 11:32:55.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,06272,MUREMS
-9223372033320095418,13535,1386577693,-1164493356,-2147445089,20201229,-2140167322,-2136404784,-2109696260,-2140167322,-2135851018,furosemide (Lasix) 40 mg/4 mL VIAL,-2147440891,-2146014099,-2127103024,-2115030303,-2122538461,-2109145992,OR_MAIN Drw 4.1-Pkt B4,OR_MAIN 4.1-B4,2020-12-29 10:01:06.0,False,8.0000,0.0000,13,13,False,False,False,8.000000000000000000,8.000000000000000000,15,06272,MUROR
-9223372033405258029,13535,1301563243,-1187222094,-2147445104,20200916,-2140167322,-2136404784,-2109696260,-2140167322,-2135851018,furosemide (Lasix) 40 mg/4 mL VIAL,-2147440893,-2146006755,-2127105614,-2115029770,-2122539103,-2109147137,MED-SURG_AUX Drw 2.1-Pkt E4,MED-SURG_AUX 2.1-E4,2020-09-16 09:26:43.0,False,15.0000,14.0000,502,502,False,False,False,1.000000000000000000,15.000000000000000000,15,06272,MURMSU
-9223372033336241975,13535,1370471139,-1168758736,-2147445089,20201130,-2140167322,-2136404784,-2109696260,-2140167322,-2135851018,furosemide (Lasix) 40 mg/4 mL VIAL,-2147438155,-2146016095,-2125719410,-2116025489,-2118752495,-2103526503,OR2 Drw 2.1-Pkt 40,OR2 2.1-40,2020-11-30 14:03:50.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,06272,MURORA2
-9223372033350018952,13535,1356727874,-1172436972,-2147445104,20201105,-2140167322,-2136404784,-2109696260,-2140167322,-2135851018,furosemide (Lasix) 40 mg/4 mL VIAL,-2147440893,-2146006755,-2127105614,-2115029770,-2122539103,-2109147137,MED-SURG_AUX Drw 2.1-Pkt E4,MED-SURG_AUX 2.1-E4,2020-11-05 07:48:16.0,False,15.0000,13.0000,502,502,False,False,False,2.000000000000000000,15.000000000000000000,15,06272,MURMSU
-9223372033284212546,13535,1422367077,-1154983308,-2147445104,20210222,-2140167322,-2136404784,-2109696260,-2140167322,-2135851018,furosemide (Lasix) 40 mg/4 mL VIAL,-2147440892,-2145971824,-2127106276,-2115029926,-2120022700,-2103223909,ED_AUX Drw 1.2-Pkt D1,ED_AUX 1.2-D1,2021-02-22 07:10:18.0,False,3.0000,2.0000,502,502,False,False,False,1.000000000000000000,3.000000000000000000,15,06272,MURED
-9223372033416246771,13535,1290593511,-1190192900,-2147445089,20200902,-2140167316,-2136404778,-2109695540,-2140167316,-2135857169,gabapentin (Neurontin) 300 mg CAP,-2147440892,-2146014663,-2127106496,-2115030134,-2122539411,-2109146933,ED_AUX Drw 2.2-Pkt A1,ED_AUX 2.2-A1,2020-09-02 09:31:28.0,False,23.0000,22.0000,13,13,False,False,False,1.000000000000000000,23.000000000000000000,15,34802,MURED
-9223372033411446124,13535,1295387086,-1188880029,-2147445089,20200908,-2140167315,-2136404777,-2109696336,-2140167315,-2135857167,gabapentin (Neurontin) 400 mg CAP,-2147440892,-2146014663,-2127106212,-2115029902,-2119879527,-2105120963,ED_MAIN Drw 6.2-Pkt A5,ED_MAIN 6.2-A5,2020-09-08 09:07:33.0,False,5.0000,0.0000,13,13,False,False,False,5.000000000000000000,5.000000000000000000,15,34804,MURED
-9223372033416246767,13535,1290593518,-1190192899,-2147445089,20200902,-2140167231,-2136404693,-2109694781,-2140167231,-2135852895,gramicidin/neomycin/polymyxin ophthalmic solution 10 mL (Neosporin Ophthalmic) (200 drop) BOTTLE,-2147440892,-2146014663,-2127106444,-2115030104,-2117726830,-2102081020,ED_MAIN Drw 2.1-Pkt B2,ED_MAIN 2.1-B2,2020-09-02 09:31:43.0,False,1.0000,0.0000,13,13,False,False,False,1.000000000000000000,1.000000000000000000,15,07874,MURED
-9223372033244019868,13535,1462452467,-1144295504,-2147445089,20210429,-2140167231,-2136404693,-2109694781,-2140167231,-2135852895,gramicidin/neomycin/polymyxin ophthalmic solution 10 mL (Neosporin Ophthalmic) (200 drop) BOTTLE,-2147440892,-2145970039,-2127106444,-2115030104,-2117726830,-2102081020,ED_MAIN Drw 2.1-Pkt B2,ED_MAIN 2.1-B2,2021-04-29 09:05:28.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,07874,MURED
-9223372033282254045,13535,1424320543,-1154467278,-2147445089,20210225,-2140167222,-2136404684,-2109694205,-2140167222,-2135851455,guaiFENesin SF liquid (Robitussin) 100 mg/5 mL CUP/ORAL SYRINGE,-2147440893,-2145971825,-2125647720,-2115888675,-2116593457,-2100400151,MEDSURG_TOWER_2 Dr 1-Pkt 34,MEDSURG_TOWER_2 1-34,2021-02-25 09:51:06.0,False,20.0000,14.0000,13,13,False,False,False,6.000000000000000000,20.000000000000000000,15,3888663,MURMSU
-9223372033282949328,13535,1423627004,-1154651658,-2147445089,20210224,-2140167222,-2136404684,-2109694205,-2140167222,-2135851455,guaiFENesin SF liquid (Robitussin) 100 mg/5 mL CUP/ORAL SYRINGE,-2147440892,-2145971824,-2127103331,-2118103675,-2115940529,-2099410682,ED_TOWER 1 Dr 1-Pkt 30,ED_TOWER 1 1-30,2021-02-24 10:10:17.0,False,11.0000,4.0000,13,13,False,False,False,7.000000000000000000,11.000000000000000000,15,3888663,MURED
-9223372033318908265,13535,1387761846,-1164182790,-2147445089,20201231,-2140167212,-2136404674,-2109695394,-2140167212,-2135857000,haloperidol (Haldol) 2 mg TAB,-2147440893,-2145981111,-2127105415,-2115029698,-2122539111,-2109147140,MED-SURG_AUX Drw 2.1-Pkt B5,MED-SURG_AUX 2.1-B5,2020-12-31 09:38:10.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,43449,MURMSU
-9223372033320095575,13535,1386577506,-1164493397,-2147445089,20201229,-2140167211,-2136404673,-2109695578,-2140167211,-2135856998,haloperidol (Haldol) 5 mg TAB,-2147440892,-2145981112,-2127106445,-2115030074,-2119893296,-2105139475,ED_MAIN Drw 2.2-Pkt C3,ED_MAIN 2.2-C3,2020-12-29 09:28:17.0,False,19.0000,0.0000,13,13,False,False,False,19.000000000000000000,19.000000000000000000,15,05116,MURED
-9223372033318908263,13535,1387761836,-1164182789,-2147445089,20201231,-2140167211,-2136404673,-2109695578,-2140167211,-2135856998,haloperidol (Haldol) 5 mg TAB,-2147440893,-2145981111,-2127105412,-2115029685,-2122539087,-2109147148,MED-SURG_AUX Drw 2.2-Pkt B5,MED-SURG_AUX 2.2-B5,2020-12-31 09:38:48.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,05116,MURMSU
-9223372033449827097,13535,1257090120,-1199145901,-2147445089,20200630,-2140167268,-2136404730,-2109696546,-2140167268,-2135857091,glimepiride (Amaryl) 2 mg TAB,-2147440893,-2146016094,-2127105697,-2115029479,-2122539282,-2109147189,MED-SURG_MAIN Drw 3.1-Pkt D1,MED-SURG_MAIN 3.1-D1,2020-06-30 09:43:24.0,False,30.0000,0.0000,13,13,False,False,False,30.000000000000000000,30.000000000000000000,15,40574,MURMSU
-9223372033449353403,13535,1257558742,-1199020354,-2147445089,20200701,-2140167268,-2136404730,-2109696546,-2140167268,-2135857091,glimepiride (Amaryl) 2 mg TAB,-2147440892,-2146014663,-2127106296,-2115029978,-2119818209,-2105029975,ED_MAIN Drw 4.2-Pkt A2,ED_MAIN 4.2-A2,2020-07-01 09:07:54.0,False,10.0000,0.0000,13,13,False,False,False,10.000000000000000000,10.000000000000000000,15,40574,MURED
-9223372033482682619,13535,1224301214,-1207955393,-2147445089,20200421,-2140167261,-2136404723,-2113999830,-2140167261,-2135849998,glucagon recombinant (Glucagen) 1 mg VIAL,-2147440891,-2146017726,-2127105211,-2118106086,-2122538495,-2109145968,PACU_MAIN Drw 3.2-Pkt D3,PACU_MAIN 3.2-D3,2020-04-21 10:13:39.0,False,3.0000,2.0000,13,13,False,False,False,1.000000000000000000,3.000000000000000000,15,03780,MUROR
-9223372033244019621,13535,1462452727,-1144295411,-2147445089,20210429,-2140167261,-2136404723,-2109694156,-2140167261,-2135849998,glucagon recombinant (Glucagen) 1 mg VIAL,-2147440893,-2145970038,-2125647698,-2115888679,-2116780093,-2100674818,MEDSURG_TOWER_2 Dr 1-Pkt 30,MEDSURG_TOWER_2 1-30,2021-04-29 11:08:20.0,False,3.0000,0.0000,13,13,False,False,False,3.000000000000000000,3.000000000000000000,15,03780,MURMSU
-9223372033350545741,13535,1356203665,-1172576771,-2147445104,20201104,-2140167261,-2136404723,-2109694156,-2140167261,-2135849998,glucagon recombinant (Glucagen) 1 mg VIAL,-2147440890,-2146016092,-2127104181,-2118104422,-2122538780,-2098940196,EMS_TOWER Dr 3-Pkt 7,EMS_TOWER 3-7,2020-11-04 13:58:58.0,False,12.0000,8.0000,502,502,False,False,False,4.000000000000000000,12.000000000000000000,15,03780,MUREMS
-9223372033454428812,13535,1252494824,-1200400564,-2147445089,20200624,-2140167261,-2136404723,-2109694156,-2140167261,-2135849998,glucagon recombinant (Glucagen) 1 mg VIAL,-2147440890,-2146016092,-2127104181,-2118104422,-2122538780,-2109146539,EMS_TOWER Dr 3-Pkt 7,EMS_TOWER 3-7,2020-06-24 14:25:02.0,False,9.0000,5.0000,13,13,False,False,False,4.000000000000000000,9.000000000000000000,15,03780,MUREMS
-9223372033398762589,13535,1308049646,-1185494778,-2147445089,20200924,-2140167254,-2136404716,-2109696288,-2140167254,-2135857067,glyBURIDE (Micronase) 5 mg TAB,-2147440893,-2146006755,-2127105638,-2115029429,-2122539316,-2109147269,MED-SURG_MAIN Drw 2.2-Pkt A5,MED-SURG_MAIN 2.2-A5,2020-09-24 09:30:29.0,False,20.0000,0.0000,13,13,False,False,False,20.000000000000000000,20.000000000000000000,15,17957,MURMSU
-9223372033285806661,13535,1420777804,-1155403945,-2147445089,20210219,-2140167246,-2136404708,-2109694255,-2140167246,-2135851225,glycerin adult SUPP,-2147440893,-2145971825,-2125647687,-2115888666,-2116750125,-2100623174,MEDSURG_TOWER_2 Dr 2-Pkt 33,MEDSURG_TOWER_2 2-33,2021-02-19 08:31:26.0,False,3.0000,0.0000,13,13,False,False,False,3.000000000000000000,3.000000000000000000,15,12518,MURMSU
-9223372033285806633,13535,1420777821,-1155403934,-2147445089,20210219,-2140167246,-2136404708,-2109694255,-2140167246,-2135851225,glycerin adult SUPP,-2147440892,-2145971824,-2127106135,-2115029831,-2116750124,-2100623172,ED_AUX Drw 3.1-Pkt D5,ED_AUX 3.1-D5,2021-02-19 08:39:44.0,False,2.0000,1.0000,13,13,False,False,False,1.000000000000000000,2.000000000000000000,15,12518,MURED
-9223372033275120201,13535,1431434685,-1152579663,-2147445104,20210309,-2140167242,-2136404704,-2109694735,-2140167242,-2135857049,glycopyrrolate (Robinul) 0.2 mg/1 mL VIAL,-2147440891,-2146014099,-2127105223,-2115030338,-2115527385,-2098808470,OR_MAIN Drw 3.1-Pkt C5,OR_MAIN 3.1-C5,2021-03-09 07:35:56.0,False,11.0000,8.0000,502,502,False,False,False,3.000000000000000000,11.000000000000000000,15,46516,MUROR
-9223372033482682617,13535,1224301211,-1207955391,-2147445089,20200421,-2140167242,-2136404704,-2113999699,-2140167242,-2135857049,glycopyrrolate (Robinul) 0.2 mg/1 mL VIAL,-2147440891,-2146017726,-2127105242,-2118106113,-2122538486,-2109145980,PACU_MAIN Drw 3.1-Pkt B5,PACU_MAIN 3.1-B5,2020-04-21 10:14:49.0,False,16.0000,0.0000,13,13,False,False,False,16.000000000000000000,16.000000000000000000,15,46516,MUROR
-9223372033353769514,13535,1352991907,-1173432495,-2147445089,20201029,-2140167426,-2136404888,-2109694736,-2140167426,-2135857359,fludrocortisone (Florinef) 0.1 mg TAB,-2147440893,-2146006755,-2127105928,-2115029645,-2117833179,-2102230761,MED-SURG_MAIN Drw 4.2-Pkt D1,MED-SURG_MAIN 4.2-D1,2020-10-29 10:41:31.0,False,15.0000,0.0000,13,13,False,False,False,15.000000000000000000,15.000000000000000000,15,58640,MURMSU
-9223372033353769445,13535,1352991973,-1173432445,-2147445089,20201029,-2140167424,-2136404886,-2109695675,-2140167424,-2135852324,flumazenil (Romazicon) 0.1 mg/1 mL (5 mL) MULTIDOSE VIAL,-2147437246,-2146014097,-2125248895,-2114996542,-2116366717,-2100061997,PACU Drw 4.1-Pkt A5,PACU 4.1-A5,2020-10-29 11:08:35.0,False,2.0000,0.0000,13,13,False,False,False,2.000000000000000000,2.000000000000000000,15,2944107,MURPACU
